name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,,,,,,,,,,,,,,,
Richie James,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,,,,,,,,,,,,,,,
Justyn Ross,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,,,,,,,,,,,,,,,
Kadarius Toney,KAN,0,0,0,0,0,0,0,0,,1,-1,0,-1,5,1,1,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,,,,,,,,,,,,,,,
Rashee Rice,KAN,0,0,0,0,0,0,0,0,,1,-3,0,-3,5,3,29,1,25,0,0,offense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,,,,,,,,,,,,,,,
Brian Branch,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,1,50,1,50,1,0.0,3,2,1,0,0,0,0,0,0
Alex Anzalone,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,1,0.0,6,5,1,0,1,0,0,0,0
Derrick Barnes,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,6,4,2,1,0,0,0,0,0
C.J. Gardner-Johnson,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,2,0.0,5,5,0,0,0,0,0,0,0
Jerry Jacobs,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0
Aidan Hutchinson,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,4,3,1,0,3,0,0,0,0
Benito Jones,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Kerby Joseph,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Khalil Dorsey,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Josh Paschal,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0
Jack Campbell,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0
John Cominsky,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0
Charles Harris,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0
Alim McNeill,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Jalen Reeves-Maybin,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Malcolm Rodriguez,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Jared Goff,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
James Houston,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
Michael Danna,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,1,1.0,6,4,2,1,1,0,0,0,0
Trent McDuffie,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,8,6,2,0,0,0,0,0,1
Nick Bolton,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0
Bryan Cook,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,7,4,3,0,0,1,0,0,0
George Karlaftis III,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,1,0.0,7,3,4,1,0,0,0,0,0
Leo Chenal,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0
Justin Reid,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,2,0.0,6,4,2,0,0,0,0,0,0
L'Jarius Sneed,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,6,3,3,1,1,0,0,0,0
Matt Dickerson,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Willie Gay Jr.,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Derrick Nnadi,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Felix Anudike-Uzomah,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,2,0,0,2,0,0,0,0
Mike Edwards,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Drue Tranquill,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Joshua Williams,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Keondre Coburn,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Chamarri Conner,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309070kan.htm,2023-09-07,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Bryce Young,CAR,20,38,146,1,2,2,19,14,48.8,3,17,0,16,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,18,72,0,10,6,4,26,0,11,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,9,60,0,21,2,2,9,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,2,5,0,5,2,2,16,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Hayden Hurst,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,41,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,23,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,17,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Desmond Ridder,ATL,15,18,115,1,0,4,24,34,111.8,1,-1,0,-1,1,1,-6,0,-6,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,15,75,2,22,3,3,19,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,10,56,0,21,6,6,27,1,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,44,0,34,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Mack Hollins,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,31,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,,,,,,,,,,,,,,,
Brian Burns,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,2.0,7,5,2,2,1,0,0,0,1
Derrick Brown,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,1.0,8,8,0,2,1,0,0,0,0
Frankie Luvu,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.5,5,3,2,0,2,0,0,0,0
Shy Tuttle,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.5,3,0,3,0,1,0,0,0,0
Jeremy Chinn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,0
Shaq Thompson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0
Vonn Bell,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
C.J. Henderson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Nick Thurman,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
DeShawn Williams,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0
Justin Houston,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0
Xavier Woods,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Sam Franklin,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Troy Hill,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Jaycee Horn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Donte Jackson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Tommy Tremble,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Bryce Young,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Jessie Bates III,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,2,3,0,3,2,0.0,10,5,5,0,0,0,0,0,1
Lorenzo Carter,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,1.0,2,2,0,1,1,1,0,0,0
Troy Andersen,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.5,10,3,7,1,1,0,0,0,0
Grady Jarrett,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.5,3,1,2,0,2,0,0,0,0
Kaden Elliss,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,9,6,3,0,0,0,0,0,0
Tre Flowers,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,8,4,4,0,0,0,0,0,0
Richie Grant,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,1,0.0,7,3,4,0,0,0,0,0,0
DeAundre Alford,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,6,4,2,0,0,0,0,0,0
David Onyemata,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,1,0.0,4,2,2,1,2,0,0,0,0
AJ Terrell,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0
Bud Dupree,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0
Zach Harrison,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Albert Huggins,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Calais Campbell,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0
Tae Davis,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Arnold Ebiketie,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0
Ta'Quon Graham,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Parker Hesse,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Scott Miller,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Keith Smith,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Desmond Ridder,ATL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100atl.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Joe Burrow,CIN,14,31,82,0,0,2,15,12,52.2,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Jake Browning,CIN,0,1,0,0,0,0,0,0,39.6,1,-1,0,-1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,13,56,0,22,5,3,17,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Chris Evans,CIN,0,0,0,0,0,0,0,0,,2,12,0,7,1,1,-1,0,-1,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,2,7,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,1,2,0,2,9,5,39,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Irv Smith Jr.,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,17,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Deshaun Watson,CLE,16,29,154,1,1,3,10,33,67.3,5,45,1,13,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,18,106,0,17,4,4,21,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,15,36,0,17,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,2,19,0,19,7,3,43,0,33,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,37,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,24,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,1,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
